,cluster,kingdom
1425,64041,Eukaryota
4314,64046,Eukaryota
511,64057,Eukaryota
3211,64079,Bacteria
4452,64087,Eukaryota
5676,64096,Eukaryota
3303,64111,
662,64116,Eukaryota
1857,64122,Eukaryota
3849,64147,Bacteria
1298,64150,Eukaryota
4364,64184,Bacteria
6276,64185,Bacteria
1952,64190,Eukaryota
4356,64194,Eukaryota
3911,64199,Eukaryota
2875,64212,Bacteria
6330,64220,Eukaryota
3473,64230,Eukaryota
1039,64245,Eukaryota
1339,64249,Eukaryota
1550,64287,Eukaryota
5182,64288,Bacteria
2371,64294,Eukaryota
1258,64303,Eukaryota
1606,64308,Eukaryota
5650,64326,
6305,64341,Eukaryota
4286,64372,Bacteria
714,64374,Bacteria
189,64422,Eukaryota
4911,64484,Eukaryota
2507,64492,Eukaryota
4706,64515,Eukaryota
1884,64532,Eukaryota
1392,64541,Bacteria
4651,64542,Bacteria
4669,64543,Eukaryota
1764,64544,Viruses
6013,64550,Bacteria
1278,64567,Bacteria
3022,64577,Eukaryota
6412,64583,Eukaryota
5656,64641,Eukaryota
3013,64677,
3611,64681,Bacteria
628,64683,Bacteria
178,64684,Bacteria
2621,64737,Eukaryota
547,64749,Bacteria
3361,64779,Eukaryota
2788,64784,
4019,64803,Bacteria
4745,64843,Eukaryota
4083,64863,Eukaryota
119,64908,Eukaryota
2937,64918,Bacteria
6057,64920,Bacteria
3903,64923,Viruses
3289,64924,Eukaryota
3253,64926,Eukaryota
1958,64932,Eukaryota
1388,64960,Eukaryota
1282,64964,Eukaryota
5011,64972,Eukaryota
5264,65018,
6614,65019,Eukaryota
5265,65021,Eukaryota
2935,65026,Eukaryota
5281,65048,Eukaryota
2186,65103,Eukaryota
2671,65120,Bacteria
2147,65127,Eukaryota
2915,65128,Bacteria
5109,65129,Bacteria
4878,65134,Eukaryota
2448,65162,Eukaryota
4937,65183,Bacteria
6012,65187,Eukaryota
6416,65202,Eukaryota
6465,65213,Viruses
1528,65274,Eukaryota
1320,65278,Bacteria
1501,65279,Eukaryota
5766,65315,Eukaryota
4910,65324,Bacteria
5257,65333,Eukaryota
941,65346,Eukaryota
2785,65354,Eukaryota
4922,65365,Eukaryota
3707,65370,Bacteria
5236,65388,Bacteria
3653,65417,Eukaryota
3365,65439,Eukaryota
3556,65457,Viruses
2726,65467,Eukaryota
1232,65470,Eukaryota
6570,65490,Eukaryota
2075,65530,Eukaryota
3939,65538,Eukaryota
904,65541,Eukaryota
655,65547,Eukaryota
6556,65566,Eukaryota
529,65579,Eukaryota
6324,65600,Viruses
4812,65645,Eukaryota
6023,65687,
3777,65707,Eukaryota
1891,65709,Bacteria
4674,65712,Eukaryota
5028,65731,Eukaryota
4334,65736,Eukaryota
5899,65739,Bacteria
1376,65744,Eukaryota
4389,65757,Eukaryota
473,65776,
783,65780,
5552,65782,Eukaryota
4951,65784,Eukaryota
4919,65785,Eukaryota
4849,65796,Bacteria
750,65811,Eukaryota
955,65829,Eukaryota
921,65844,Eukaryota
627,65859,Eukaryota
4830,65883,Eukaryota
5039,65891,Bacteria
2436,65903,Bacteria
3257,65926,Eukaryota
400,65932,Bacteria
1808,65947,Bacteria
4543,65961,Eukaryota
2660,65967,Eukaryota
4172,66010,Eukaryota
546,66032,Eukaryota
5291,66046,Bacteria
4263,66054,Eukaryota
6604,66058,Eukaryota
2265,66095,Bacteria
2764,66108,Eukaryota
4293,66133,Eukaryota
3224,66148,Eukaryota
2285,66153,Eukaryota
4260,66189,Bacteria
3904,66190,Bacteria
2864,66208,Eukaryota
6455,66211,Eukaryota
6182,66225,Viruses
143,66236,Eukaryota
747,66243,Eukaryota
357,66244,Eukaryota
4055,66269,Eukaryota
802,66270,Bacteria
59,66272,Eukaryota
2741,66300,Eukaryota
3725,66312,Eukaryota
2927,66315,Eukaryota
1104,66356,Eukaryota
821,66366,Eukaryota
2424,66400,Bacteria
2836,66444,Bacteria
5287,66451,Eukaryota
2368,66457,
1607,66499,Eukaryota
1310,66500,Eukaryota
6699,66532,Bacteria
4764,66542,Eukaryota
564,66546,Eukaryota
5201,66590,Eukaryota
5113,66622,Eukaryota
4754,66652,Bacteria
6085,66655,Bacteria
576,66678,Eukaryota
1868,66684,
2453,66687,Bacteria
3201,66689,Bacteria
191,66693,Eukaryota
6534,66694,Eukaryota
1192,66698,Eukaryota
6178,66706,Eukaryota
4672,66713,Bacteria
271,66722,Bacteria
37,66743,Eukaryota
2115,66756,Eukaryota
126,66764,Eukaryota
1435,66793,Eukaryota
2759,66808,
2139,66823,Eukaryota
360,66828,
646,66829,Bacteria
972,66831,Eukaryota
5843,66842,Eukaryota
4697,66848,Eukaryota
2949,66849,Eukaryota
6705,66932,Bacteria
832,66936,Bacteria
4623,66976,Bacteria
1215,66984,Eukaryota
2171,66992,Eukaryota
3479,66993,Bacteria
4987,66994,Eukaryota
736,66995,Eukaryota
5200,67042,Eukaryota
6173,67046,Eukaryota
1494,67055,Eukaryota
840,67070,Eukaryota
1284,67074,Eukaryota
2454,67149,Bacteria
1783,67150,Bacteria
2183,67163,Eukaryota
4355,67173,Eukaryota
6576,67176,Eukaryota
6376,67201,Bacteria
6599,67204,Viruses
4468,67229,Eukaryota
6778,67298,Eukaryota
2174,67319,
2053,67333,Eukaryota
1004,67345,Bacteria
2714,67359,
1814,67385,Eukaryota
2278,67428,Eukaryota
5544,67437,Bacteria
5342,67442,Eukaryota
4058,67447,Eukaryota
4976,67479,Eukaryota
2723,67489,
1031,67496,Eukaryota
1223,67536,Eukaryota
398,67539,Eukaryota
5779,67541,Bacteria
4066,67587,Eukaryota
2167,67588,Eukaryota
5925,67614,Eukaryota
415,67685,Eukaryota
3384,67694,Bacteria
1599,67702,Eukaryota
1398,67724,Bacteria
4615,67742,Eukaryota
525,67755,Eukaryota
4902,67769,Eukaryota
3062,67772,Eukaryota
4642,67775,Bacteria
4401,67817,
6796,67828,Eukaryota
6145,67842,Eukaryota
3099,67856,Viruses
683,67866,Bacteria
2219,67871,Viruses
6072,67882,Eukaryota
4748,67887,Eukaryota
6714,67904,Eukaryota
6236,67938,Bacteria
3980,67953,Eukaryota
5218,67956,Bacteria
2095,67957,Bacteria
4869,67966,Eukaryota
6644,67976,Eukaryota
133,68000,Eukaryota
2456,68004,Bacteria
6402,68015,Eukaryota
3681,68031,
1809,68056,Eukaryota
2995,68064,Eukaryota
380,68075,
3456,68083,Eukaryota
2796,68089,Eukaryota
5022,68093,Eukaryota
3209,68105,Eukaryota
4640,68110,
4416,68152,Eukaryota
6369,68153,Viruses
4427,68158,Bacteria
967,68205,Eukaryota
3123,68206,Bacteria
930,68247,Bacteria
6600,68249,Eukaryota
4060,68263,Bacteria
4956,68276,Bacteria
2638,68278,Bacteria
6894,68289,Bacteria
3161,68291,Bacteria
4967,68326,Eukaryota
1665,68365,Bacteria
3269,68381,Bacteria
5421,68382,Eukaryota
4181,68438,Eukaryota
1013,68520,
5792,68525,Eukaryota
338,68543,Bacteria
3408,68547,Bacteria
5505,68562,Eukaryota
6361,68565,Eukaryota
858,68612,Eukaryota
1008,68644,Bacteria
233,68652,Bacteria
2268,68653,
6241,68654,
2375,68656,Eukaryota
2270,68657,Eukaryota
3364,68658,Eukaryota
743,68692,
6541,68704,Eukaryota
660,68721,
922,68733,Eukaryota
667,68745,Eukaryota
1537,68747,Eukaryota
2808,68749,Eukaryota
2678,68762,Bacteria
3411,68775,Eukaryota
2607,68793,Eukaryota
1583,68812,Eukaryota
1483,68827,Eukaryota
908,68835,Eukaryota
5471,68853,Eukaryota
4586,68856,Eukaryota
2018,68861,Eukaryota
5726,68915,Eukaryota
5440,68919,Eukaryota
1662,68949,Eukaryota
6186,68957,Eukaryota
3270,69033,Bacteria
3081,69038,Eukaryota
4759,69072,Eukaryota
4443,69075,Bacteria
2704,69076,Eukaryota
3238,69100,Bacteria
2611,69138,Eukaryota
246,69167,Eukaryota
6210,69193,Eukaryota
5512,69199,
5327,69215,Eukaryota
2536,69224,Bacteria
127,69242,Eukaryota
5848,69244,
1658,69280,Eukaryota
5308,69311,Bacteria
1149,69317,Eukaryota
940,69345,Eukaryota
1022,69350,Bacteria
140,69352,Bacteria
4884,69417,Eukaryota
4450,69453,Eukaryota
4265,69454,
4397,69488,Eukaryota
3105,69490,Eukaryota
1527,69500,Eukaryota
5379,69508,Bacteria
5735,69534,Eukaryota
6069,69540,Eukaryota
540,69565,Bacteria
3000,69573,Eukaryota
4350,69584,Bacteria
249,69585,Bacteria
3446,69607,Bacteria
4825,69614,Eukaryota
4120,69621,
1624,69632,Bacteria
369,69636,
3445,69662,Eukaryota
211,69664,Eukaryota
3908,69676,Viruses
6520,69683,Eukaryota
2496,69694,Bacteria
4070,69695,Eukaryota
3323,69744,Eukaryota
1673,69748,Eukaryota
1014,69765,Bacteria
2711,69769,Bacteria
582,69795,Viruses
5417,69802,Eukaryota
828,69818,Eukaryota
137,69820,Eukaryota
2597,69875,Eukaryota
106,69890,Eukaryota
6538,69912,Bacteria
3559,69915,Eukaryota
3084,69918,Bacteria
5940,69929,
2845,69943,Eukaryota
2415,69947,Eukaryota
4421,69965,Eukaryota
5951,69968,Eukaryota
2323,70029,Bacteria
4992,70032,Viruses
2243,70038,Eukaryota
927,70047,Eukaryota
4860,70075,Eukaryota
4369,70089,Eukaryota
2128,70113,Eukaryota
5020,70123,Eukaryota
4182,70156,Eukaryota
478,70192,Bacteria
4799,70212,Eukaryota
2474,70213,Bacteria
1101,70226,Bacteria
6677,70249,Bacteria
5672,70258,
3665,70267,Viruses
4336,70282,Eukaryota
6474,70308,Eukaryota
2693,70325,Bacteria
810,70326,Eukaryota
1903,70344,Eukaryota
2856,70388,Bacteria
6530,70431,Bacteria
4962,70443,Eukaryota
1593,70448,
2033,70479,Bacteria
2214,70482,Eukaryota
3029,70487,Bacteria
6799,70490,Bacteria
6574,70551,Bacteria
3417,70591,Eukaryota
2399,70619,Eukaryota
3023,70621,Eukaryota
4431,70635,Bacteria
89,70642,Bacteria
3310,70649,Eukaryota
6764,70650,Bacteria
3492,70663,Eukaryota
4298,70685,Eukaryota
5787,70739,Bacteria
4515,70740,Eukaryota
92,70746,Bacteria
3151,70757,Eukaryota
1798,70762,Eukaryota
1904,70782,Bacteria
5139,70794,Viruses
1557,70798,Eukaryota
3264,70809,Eukaryota
4636,70815,Bacteria
5741,70831,Eukaryota
5093,70833,Eukaryota
3824,70834,Eukaryota
2778,70856,Eukaryota
4099,70895,Eukaryota
6524,70896,Eukaryota
2769,70898,Eukaryota
4340,70935,Eukaryota
5861,70949,Eukaryota
1938,71006,
3748,71008,Bacteria
24,71036,Eukaryota
3397,71048,Eukaryota
1547,71053,Eukaryota
387,71054,Bacteria
4767,71082,Eukaryota
4475,71107,Viruses
3663,71149,Eukaryota
3466,71180,Eukaryota
2065,71184,Eukaryota
6161,71195,Eukaryota
1973,71200,Eukaryota
4741,71207,Eukaryota
787,71213,Eukaryota
4627,71220,
2984,71240,Bacteria
1708,71288,Bacteria
4975,71300,Eukaryota
1023,71345,Eukaryota
2282,71381,Eukaryota
6626,71407,Eukaryota
1080,71432,Eukaryota
2736,71447,
1248,71455,Eukaryota
984,71485,Eukaryota
1035,71516,Eukaryota
6213,71519,Eukaryota
3692,71554,Bacteria
6063,71604,Bacteria
1693,71605,Bacteria
3,71608,Bacteria
5823,71629,Eukaryota
1151,71632,Eukaryota
989,71638,Eukaryota
2828,71642,Eukaryota
1438,71711,Eukaryota
780,71738,Eukaryota
4456,71741,Eukaryota
5930,71755,Bacteria
528,71756,Bacteria
2443,71768,Eukaryota
5599,71770,Eukaryota
938,71780,Eukaryota
6121,71783,Bacteria
366,71880,
4781,71896,Bacteria
1585,71906,Eukaryota
5871,71935,Eukaryota
6194,71944,Bacteria
224,71950,Eukaryota
4,71955,Eukaryota
1767,71964,Eukaryota
6270,71997,Eukaryota
6172,72017,Eukaryota
4808,72023,Eukaryota
5263,72029,Eukaryota
1670,72031,Eukaryota
6469,72037,Bacteria
3602,72044,Bacteria
2560,72055,Bacteria
136,72060,Bacteria
5958,72063,Eukaryota
1806,72081,Bacteria
6597,72105,Eukaryota
5667,72181,Bacteria
2996,72182,Bacteria
3667,72184,Bacteria
1580,72196,Bacteria
5830,72197,Bacteria
1253,72200,
1667,72228,Eukaryota
4009,72239,Bacteria
2116,72267,Eukaryota
3883,72280,Eukaryota
5262,72285,Eukaryota
6843,72304,Eukaryota
3931,72308,Eukaryota
6274,72355,Eukaryota
4266,72362,Eukaryota
149,72365,Eukaryota
814,72370,Eukaryota
2486,72402,Eukaryota
6461,72415,Eukaryota
5191,72420,Bacteria
4007,72441,Eukaryota
4969,72449,Eukaryota
3144,72464,Eukaryota
3271,72514,Eukaryota
123,72520,Bacteria
5307,72550,Eukaryota
5171,72571,
3095,72572,Eukaryota
5289,72605,Eukaryota
3537,72609,Eukaryota
649,72619,Bacteria
5911,72626,Eukaryota
1371,72631,Eukaryota
3787,72637,Eukaryota
5685,72649,Eukaryota
5134,72677,Bacteria
6508,72688,Bacteria
2188,72700,Bacteria
1011,72743,Eukaryota
881,72751,Eukaryota
5536,72792,Eukaryota
2185,72822,Eukaryota
3024,72823,Eukaryota
5001,72848,Eukaryota
2827,72854,Eukaryota
6565,72855,Bacteria
5901,72866,Eukaryota
6097,72867,Eukaryota
6512,72880,Bacteria
3850,72896,Bacteria
3033,72901,Eukaryota
354,72904,Eukaryota
453,72909,Eukaryota
5627,72921,Eukaryota
6360,72962,Eukaryota
5173,73035,Bacteria
2343,73040,Eukaryota
4803,73043,Bacteria
980,73044,Bacteria
5429,73049,Bacteria
4005,73058,Eukaryota
1448,73066,
3380,73067,Eukaryota
3509,73083,Bacteria
3650,73100,Eukaryota
1759,73103,Viruses
467,73106,Eukaryota
6680,73122,Eukaryota
5299,73137,Eukaryota
2824,73149,
998,73154,Eukaryota
2669,73155,Eukaryota
3645,73163,Bacteria
3426,73167,Eukaryota
599,73174,Eukaryota
5716,73198,Bacteria
1468,73199,
6004,73265,Eukaryota
1306,73295,Bacteria
4561,73296,Bacteria
4801,73323,Eukaryota
6068,73331,Eukaryota
4702,73346,Eukaryota
1348,73348,Bacteria
227,73350,Bacteria
3455,73351,Bacteria
6743,73352,Eukaryota
1228,73353,Eukaryota
358,73355,Eukaryota
5753,73377,Eukaryota
6166,73381,Eukaryota
1773,73390,Eukaryota
2180,73395,Bacteria
6046,73474,Bacteria
434,73479,Eukaryota
6329,73490,Eukaryota
570,73493,Eukaryota
82,73494,Eukaryota
3955,73511,Bacteria
6773,73527,Eukaryota
6495,73532,Eukaryota
54,73536,Eukaryota
6116,73542,Eukaryota
4847,73562,
2412,73574,Eukaryota
3302,73580,Eukaryota
3208,73589,Eukaryota
5078,73601,Viruses
1792,73653,Bacteria
5611,73654,Eukaryota
3679,73658,Eukaryota
4583,73715,
4380,73740,Bacteria
5335,73747,Eukaryota
2191,73766,Eukaryota
353,73774,Eukaryota
4465,73800,Eukaryota
2351,73811,Eukaryota
5551,73843,Eukaryota
6174,73855,Eukaryota
5747,73872,Eukaryota
3698,73886,Eukaryota
1496,73907,Eukaryota
2895,73912,Bacteria
1021,73960,
6253,74006,Bacteria
71,74014,Eukaryota
3926,74028,Eukaryota
6818,74051,Eukaryota
4733,74088,Eukaryota
3454,74089,Eukaryota
5115,74097,Eukaryota
2837,74100,Eukaryota
670,74103,Bacteria
1270,74172,Eukaryota
1839,74176,
5920,74222,Bacteria
3992,74227,Eukaryota
5494,74228,Eukaryota
5543,74229,Bacteria
4463,74250,Eukaryota
5276,74280,Bacteria
203,74284,Eukaryota
2765,74335,Eukaryota
6297,74343,Bacteria
5448,74421,Eukaryota
56,74427,Bacteria
6135,74465,Eukaryota
450,74466,Eukaryota
5689,74474,Eukaryota
845,74483,Bacteria
5769,74510,Eukaryota
10,74526,Eukaryota
3406,74585,Bacteria
4874,74586,Bacteria
4113,74587,Eukaryota
831,74600,Bacteria
2950,74601,Bacteria
3070,74602,Eukaryota
1108,74613,Eukaryota
2304,74637,Bacteria
4324,74643,Eukaryota
971,74662,Eukaryota
5778,74663,Eukaryota
5199,74713,Eukaryota
1266,74723,Eukaryota
2470,74725,Eukaryota
5315,74741,Eukaryota
905,74747,Eukaryota
3752,74756,Bacteria
2085,74811,Bacteria
2715,74812,Bacteria
5954,74818,Bacteria
5398,74826,Eukaryota
3003,74863,Eukaryota
6421,74870,Bacteria
3947,74887,Eukaryota
2739,74899,Eukaryota
678,74907,Eukaryota
767,74910,Bacteria
5931,74911,Bacteria
5754,74912,Bacteria
6151,74918,Eukaryota
2093,74927,Eukaryota
897,74969,Eukaryota
5160,75012,Viruses
5343,75037,Viruses
5996,75041,Eukaryota
1918,75051,Eukaryota
2771,75062,Eukaryota
936,75068,
1024,75079,Bacteria
2441,75085,Eukaryota
553,75089,Eukaryota
1791,75106,Eukaryota
1277,75114,Bacteria
1530,75115,Bacteria
1390,75191,Eukaryota
2964,75197,Bacteria
370,75204,Eukaryota
6206,75207,Eukaryota
5033,75234,Bacteria
2466,75239,Bacteria
6485,75256,Eukaryota
6804,75270,
3410,75313,Eukaryota
1987,75324,Viruses
878,75332,Eukaryota
1018,75335,Eukaryota
2637,75356,Eukaryota
403,75362,Bacteria
2716,75397,Eukaryota
5628,75424,Bacteria
3091,75459,Eukaryota
1247,75483,Eukaryota
1558,75546,Eukaryota
1945,75563,Eukaryota
5849,75591,Bacteria
151,75593,Eukaryota
492,75596,
1262,75623,Bacteria
2742,75670,Bacteria
5973,75674,Eukaryota
3153,75691,Bacteria
1033,75692,Bacteria
3797,75694,Bacteria
4945,75724,Eukaryota
5622,75726,Eukaryota
4684,75728,Eukaryota
5776,75738,Eukaryota
480,75740,Eukaryota
1015,75758,Eukaryota
2089,75814,Eukaryota
6073,75825,Eukaryota
5721,75837,Bacteria
6392,75840,Bacteria
6143,75841,Eukaryota
4373,75905,
3618,75914,Viruses
2341,75936,Eukaryota
1923,75976,
1813,75992,Eukaryota
2876,76002,
1656,76007,Eukaryota
2555,76012,Eukaryota
4236,76057,
6640,76127,Eukaryota
5224,76163,Bacteria
6087,76175,Bacteria
260,76176,Bacteria
523,76182,Eukaryota
3346,76188,Eukaryota
6531,76207,
1311,76224,Bacteria
3936,76233,Eukaryota
6165,76245,Eukaryota
4705,76290,Eukaryota
4486,76291,Eukaryota
3077,76292,Eukaryota
2532,76311,Viruses
2426,76320,Bacteria
3652,76332,Viruses
4153,76354,Bacteria
1154,76360,Bacteria
4955,76415,Bacteria
2227,76421,Eukaryota
2332,76422,Eukaryota
1286,76437,Bacteria
3636,76452,Eukaryota
4207,76461,
155,76467,Eukaryota
4044,76470,Bacteria
1933,76480,Bacteria
2583,76487,Eukaryota
3181,76488,Eukaryota
3239,76526,Bacteria
6198,76553,Eukaryota
4994,76554,Eukaryota
2280,76567,Eukaryota
4377,76569,Bacteria
3205,76602,Eukaryota
1746,76612,Eukaryota
3869,76642,Eukaryota
5785,76648,Bacteria
293,76649,Bacteria
1216,76694,Bacteria
3819,76735,Eukaryota
3471,76757,Bacteria
3718,76764,Bacteria
6363,76772,Eukaryota
3226,76776,
2884,76789,Eukaryota
6497,76793,Bacteria
6787,76808,Bacteria
2755,76850,Bacteria
4074,76852,Bacteria
2397,76853,
5213,76879,Eukaryota
1768,76887,Eukaryota
2087,76889,Eukaryota
4540,76911,Eukaryota
2234,76944,Bacteria
5473,76947,Eukaryota
3511,76948,Eukaryota
4004,76977,Bacteria
664,76981,Eukaryota
6885,76982,Eukaryota
6780,77035,
5704,77060,Archaea
1589,77071,Bacteria
4670,77074,Eukaryota
3923,77081,Eukaryota
3478,77088,Bacteria
1840,77096,Eukaryota
3913,77117,Eukaryota
5600,77129,Bacteria
5809,77132,Bacteria
615,77133,Bacteria
5147,77155,
129,77191,Eukaryota
5528,77193,Eukaryota
5642,77198,Eukaryota
1224,77206,Eukaryota
459,77211,Viruses
3100,77257,Bacteria
3686,77275,
1518,77282,Eukaryota
4720,77284,Eukaryota
1969,77301,Eukaryota
3540,77306,Bacteria
4174,77307,Eukaryota
5904,77328,Eukaryota
2601,77371,
6092,77381,Eukaryota
2013,77412,Bacteria
5098,77413,Bacteria
1360,77471,
3548,77482,Bacteria
2591,77484,Bacteria
4841,77487,Bacteria
3143,77511,Eukaryota
1591,77517,Eukaryota
2321,77518,Eukaryota
4648,77521,Bacteria
83,77547,Eukaryota
1327,77558,Eukaryota
1394,77585,Eukaryota
1259,77586,Eukaryota
5791,77610,Eukaryota
2627,77627,Eukaryota
2904,77638,Bacteria
1700,77639,Eukaryota
2357,77643,Eukaryota
1061,77677,Eukaryota
2966,77689,Viruses
1901,77745,Bacteria
4471,77746,Eukaryota
5755,77753,Bacteria
4654,77773,Eukaryota
3285,77787,Eukaryota
4818,77797,Bacteria
4725,77807,Bacteria
3897,77816,Eukaryota
1314,77825,Bacteria
2150,77840,Eukaryota
3912,77841,Eukaryota
5380,77851,Bacteria
1648,77852,Bacteria
1929,77855,Eukaryota
3597,77870,Eukaryota
1056,77896,Bacteria
6759,77899,Eukaryota
2238,77914,Eukaryota
6234,77935,
2918,77945,Eukaryota
3644,77947,Eukaryota
5868,77960,Eukaryota
2512,78017,Eukaryota
3688,78078,Eukaryota
5427,78109,Eukaryota
3554,78128,Bacteria
4520,78130,
6300,78135,Eukaryota
5674,78136,Bacteria
294,78141,Eukaryota
1631,78188,Eukaryota
6872,78203,Bacteria
4758,78249,Viruses
717,78253,Eukaryota
3630,78265,Eukaryota
5215,78266,Eukaryota
4484,78268,Eukaryota
4412,78278,Eukaryota
5501,78281,Eukaryota
5420,78287,Bacteria
4075,78289,Bacteria
3524,78325,Eukaryota
4375,78334,Eukaryota
6089,78338,Bacteria
3757,78348,Eukaryota
996,78389,Bacteria
5100,78391,Eukaryota
2903,78393,Bacteria
3640,78399,Bacteria
95,78402,Eukaryota
4604,78422,Eukaryota
5177,78454,Bacteria
3771,78455,Bacteria
4441,78456,Eukaryota
1898,78470,Eukaryota
3585,78507,Eukaryota
5860,78517,Eukaryota
3763,78521,Eukaryota
5034,78539,Eukaryota
3412,78553,Eukaryota
4366,78555,Eukaryota
5433,78564,Eukaryota
620,78588,Viruses
3499,78589,Bacteria
64,78610,Eukaryota
4159,78626,Eukaryota
6727,78656,Bacteria
3874,78690,Bacteria
5681,78708,Eukaryota
1676,78741,Bacteria
4921,78742,Bacteria
3393,78743,Bacteria
3115,78744,Bacteria
6289,78745,Bacteria
6548,78795,Eukaryota
1789,78798,Eukaryota
3587,78855,Eukaryota
5598,78856,Eukaryota
4970,78863,Eukaryota
3136,78943,Eukaryota
1196,78962,Eukaryota
2525,78966,Eukaryota
2517,78971,Eukaryota
4029,78982,Bacteria
5852,78984,Bacteria
442,79004,Eukaryota
3330,79023,Bacteria
2257,79032,Bacteria
1147,79037,Viruses
2213,79059,Eukaryota
4135,79081,Bacteria
5061,79082,
5614,79093,Eukaryota
2145,79095,Bacteria
3007,79109,Eukaryota
642,79115,Eukaryota
4378,79168,
5579,79171,
1880,79183,
3658,79185,Bacteria
5457,79188,Viruses
3204,79207,Eukaryota
6250,79213,Eukaryota
2080,79225,Eukaryota
3098,79243,Eukaryota
330,79264,Eukaryota
6327,79294,Bacteria
3730,79334,Eukaryota
2910,79337,Bacteria
6340,79376,Eukaryota
5919,79418,Bacteria
5885,79432,Eukaryota
5572,79456,Eukaryota
5035,79465,Viruses
4395,79468,Eukaryota
277,79486,Eukaryota
1776,79535,Eukaryota
964,79545,Eukaryota
6341,79574,Eukaryota
4108,79583,Eukaryota
3547,79640,Bacteria
4554,79645,Eukaryota
5596,79647,Bacteria
7,79649,Eukaryota
1980,79654,Bacteria
864,79660,Eukaryota
6,79709,Eukaryota
2373,79711,Bacteria
1774,79719,Eukaryota
2988,79765,Bacteria
4606,79766,
6842,79768,Eukaryota
1960,79790,Eukaryota
1853,79807,Eukaryota
5340,79847,Bacteria
6874,79852,Eukaryota
2578,79877,Bacteria
3778,79878,Bacteria
1005,79887,Eukaryota
518,79958,Eukaryota
2543,79995,Eukaryota
5079,80002,Eukaryota
1841,80003,Eukaryota
4645,80053,Bacteria
3579,80089,Eukaryota
190,80110,Bacteria
3025,80111,Eukaryota
5851,80112,Eukaryota
2336,80121,Eukaryota
6123,80136,Bacteria
4451,80142,Eukaryota
4719,80152,Eukaryota
1991,80155,Eukaryota
2414,80192,Bacteria
6673,80204,
3252,80227,Eukaryota
5243,80228,Eukaryota
3440,80249,Eukaryota
4438,80251,
1172,80284,
4657,80309,Eukaryota
644,80318,Eukaryota
3036,80338,Bacteria
84,80377,Eukaryota
4087,80417,Eukaryota
94,80428,Eukaryota
2944,80441,Bacteria
5431,80450,Eukaryota
5358,80467,Eukaryota
171,80491,Bacteria
5539,80519,Eukaryota
5831,80549,Bacteria
4212,80554,Eukaryota
3922,80613,Eukaryota
1912,80619,Eukaryota
2504,80627,Eukaryota
3165,80663,Eukaryota
4619,80679,Bacteria
3374,80681,Eukaryota
4774,80694,Eukaryota
2718,80703,Eukaryota
737,80730,Eukaryota
4688,80757,Bacteria
2509,80767,Bacteria
3432,80774,Eukaryota
1365,80783,Eukaryota
3975,80784,Eukaryota
778,80789,Eukaryota
2434,80796,
6569,80797,Bacteria
5384,80821,Eukaryota
4546,80842,Bacteria
5686,80843,Eukaryota
2035,80889,Eukaryota
2483,80925,Viruses
6349,80927,Eukaryota
5294,81012,Bacteria
2312,81028,Bacteria
4064,81038,Eukaryota
6611,81056,Bacteria
4098,81068,Bacteria
668,81082,Eukaryota
1382,81098,Eukaryota
5771,81129,Eukaryota
680,81177,Eukaryota
3932,81207,
788,81213,Eukaryota
898,81254,Eukaryota
618,81258,Bacteria
3867,81260,Eukaryota
2125,81266,Eukaryota
3684,81285,
3442,81306,Eukaryota
600,81314,Eukaryota
79,81324,Eukaryota
5652,81336,Eukaryota
1189,81338,Eukaryota
5351,81354,Bacteria
2499,81374,Eukaryota
1612,81406,Bacteria
2589,81407,Bacteria
439,81408,Bacteria
5450,81411,Bacteria
5383,81414,Eukaryota
3227,81432,Eukaryota
3772,81450,Eukaryota
1347,81463,Bacteria
2590,81483,Eukaryota
4483,81493,Eukaryota
3109,81500,Bacteria
6812,81501,Eukaryota
3999,81515,Eukaryota
6019,81533,Viruses
2624,81544,Eukaryota
817,81549,Eukaryota
1400,81559,Eukaryota
1908,81563,Eukaryota
2014,81580,Eukaryota
1710,81585,Eukaryota
779,81654,Bacteria
6720,81668,Eukaryota
1930,81700,Eukaryota
5750,81704,Bacteria
2418,81731,Eukaryota
4550,81735,
214,81737,Eukaryota
245,81762,Bacteria
2385,81766,
2953,81778,Bacteria
2348,81810,Bacteria
4447,81841,Eukaryota
4816,81851,Eukaryota
969,81900,Eukaryota
4141,81908,
177,81913,Eukaryota
671,81914,Eukaryota
5638,81915,Eukaryota
1148,81943,Viruses
6514,81947,Bacteria
2463,81967,
5123,81969,Eukaryota
5972,81978,Eukaryota
5397,81996,Eukaryota
4300,81997,Bacteria
3225,81998,Bacteria
6438,82015,Eukaryota
5255,82031,Bacteria
2298,82102,Eukaryota
6692,82107,Bacteria
5038,82119,Eukaryota
99,82123,Eukaryota
5898,82139,Eukaryota
3042,82141,Eukaryota
